Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2026-01-13 13:00:00+00:00,91966.578125,92477.4140625,91904.25,92013.0546875,36816220160
2026-01-13 14:00:00+00:00,92453.84375,92756.578125,91760.140625,91926.328125,0
2026-01-13 15:00:00+00:00,93283.03125,93294.53125,92091.1328125,92421.359375,694923264
2026-01-13 16:00:00+00:00,93441.21875,93654.5078125,93097.4921875,93500.4609375,1261322240
2026-01-13 17:00:00+00:00,93241.6796875,93412.9765625,93135.7578125,93347.1015625,0
2026-01-13 18:00:00+00:00,93557.6484375,93790.5078125,93171.8984375,93171.8984375,22642688
2026-01-13 19:00:00+00:00,94194.6484375,94194.6484375,93431.703125,93584.296875,2483032064
2026-01-13 20:00:00+00:00,94438.890625,94468.875,94134.0390625,94222.4765625,2689589248
2026-01-13 21:00:00+00:00,94074.9609375,94476.421875,94058.6640625,94400.453125,1534304256
2026-01-13 22:00:00+00:00,95667.828125,95928.796875,94062.21875,94069.5078125,5290397696
2026-01-13 23:00:00+00:00,95322.90625,95935.6484375,95040.296875,95648.703125,2157133824
2026-01-14 00:00:00+00:00,95277.7734375,95539.734375,95143.6796875,95363.3046875,777388032
2026-01-14 01:00:00+00:00,95266.8515625,95495.0,95111.1875,95185.6796875,671092736
2026-01-14 02:00:00+00:00,95279.2109375,95490.609375,95180.5078125,95205.578125,1220997120
2026-01-14 03:00:00+00:00,95630.9765625,95632.609375,95249.203125,95272.1953125,2407698432
2026-01-14 04:00:00+00:00,95202.515625,95694.421875,95182.9765625,95694.421875,786616320
2026-01-14 05:00:00+00:00,94988.1640625,95204.1328125,94934.296875,95191.1328125,0
2026-01-14 06:00:00+00:00,94976.859375,94976.859375,94583.046875,94970.9765625,591003648
2026-01-14 07:00:00+00:00,95176.1328125,95176.1328125,94840.03125,94985.765625,408600576
2026-01-14 08:00:00+00:00,94868.3046875,95231.53125,94860.3125,95162.828125,0
2026-01-14 09:00:00+00:00,95038.109375,95131.5234375,94849.390625,94852.8203125,0
2026-01-14 10:00:00+00:00,95059.109375,95213.5859375,94870.0546875,95051.1640625,346828800
2026-01-14 11:00:00+00:00,94706.0078125,95042.125,94706.0078125,95042.125,0
2026-01-14 12:00:00+00:00,95031.6484375,95102.671875,94701.1328125,94727.6953125,1391976448
2026-01-14 13:00:00+00:00,94937.046875,95183.5625,94861.1015625,95028.859375,0
2026-01-14 14:00:00+00:00,96460.421875,96734.7109375,94951.84375,94958.4921875,1887080448
2026-01-14 15:00:00+00:00,96710.59375,96984.578125,96232.4453125,96450.109375,2725945344
2026-01-14 16:00:00+00:00,97212.4921875,97566.859375,96699.578125,96699.578125,888070144
2026-01-14 17:00:00+00:00,96941.90625,97747.125,96894.046875,97245.53125,3065225216
2026-01-14 18:00:00+00:00,96835.984375,97086.8515625,96295.0625,96953.8359375,649310208
2026-01-14 19:00:00+00:00,97274.1875,97519.5234375,96694.8359375,96801.8359375,305246208
2026-01-14 20:00:00+00:00,97585.109375,97860.6015625,97221.5078125,97244.59375,0
2026-01-14 21:00:00+00:00,97443.15625,97686.171875,97409.546875,97641.6953125,0
2026-01-14 22:00:00+00:00,96915.5625,97542.9453125,96832.3359375,97528.46875,0
2026-01-14 23:00:00+00:00,96931.2890625,97324.4453125,96894.984375,96894.984375,0
2026-01-15 00:00:00+00:00,96573.6328125,96973.4609375,96508.34375,96934.609375,0
2026-01-15 01:00:00+00:00,96418.140625,96928.6328125,96310.796875,96614.0703125,72564736
2026-01-15 02:00:00+00:00,96236.4921875,96578.609375,96154.34375,96434.84375,0
2026-01-15 03:00:00+00:00,95963.015625,96341.265625,95763.4375,96292.828125,1138237440
2026-01-15 04:00:00+00:00,96151.6796875,96327.546875,95930.7421875,95941.859375,8413184
2026-01-15 05:00:00+00:00,96392.03125,96468.2890625,96237.453125,96243.6484375,0
2026-01-15 06:00:00+00:00,96281.8203125,96529.1015625,96161.8046875,96406.0390625,0
2026-01-15 07:00:00+00:00,96516.46875,96651.6484375,96193.765625,96275.9765625,0
2026-01-15 08:00:00+00:00,96614.46875,96618.5546875,96309.9296875,96560.265625,566321152
2026-01-15 09:00:00+00:00,97046.734375,97150.171875,96545.96875,96617.703125,869601280
2026-01-15 10:00:00+00:00,96792.0546875,97013.7109375,96720.890625,96994.9921875,0
2026-01-15 11:00:00+00:00,96587.4453125,96845.8359375,96558.1796875,96788.5,100679680
2026-01-15 12:00:00+00:00,96940.3046875,96940.3046875,96517.484375,96551.375,0
2026-01-15 13:00:00+00:00,96817.375,96965.6953125,96611.4453125,96946.40625,191619072
2026-01-15 14:00:00+00:00,96019.609375,97097.1171875,95627.9453125,96811.3046875,0
2026-01-15 15:00:00+00:00,96434.890625,96434.890625,95416.09375,96027.8515625,0
2026-01-15 16:00:00+00:00,96797.609375,96797.609375,96263.6171875,96649.9453125,0
2026-01-15 17:00:00+00:00,96598.6328125,97015.3515625,96407.2578125,96696.2578125,0
2026-01-15 18:00:00+00:00,95793.5625,96570.9765625,95793.5625,96548.8515625,753541120
2026-01-15 19:00:00+00:00,95411.0859375,95882.234375,95284.75,95797.9609375,738045952
2026-01-15 20:00:00+00:00,95143.53125,95607.8984375,95112.25,95423.5546875,0
2026-01-15 21:00:00+00:00,95548.5234375,95575.203125,95166.8515625,95177.4765625,0
2026-01-15 22:00:00+00:00,95522.6484375,95784.0390625,95472.9921875,95553.2109375,0
2026-01-15 23:00:00+00:00,95554.1015625,95663.1953125,95413.96875,95571.3046875,0
2026-01-16 00:00:00+00:00,95574.8046875,95759.5625,95548.1015625,95562.78125,0
2026-01-16 01:00:00+00:00,95617.4609375,95736.3984375,95418.8203125,95574.0,0
2026-01-16 02:00:00+00:00,95477.90625,95636.4375,95368.6171875,95628.453125,0
2026-01-16 03:00:00+00:00,95325.96875,95540.3203125,95297.765625,95466.359375,0
2026-01-16 04:00:00+00:00,95125.375,95520.359375,95125.375,95306.4375,34451456
2026-01-16 05:00:00+00:00,95612.265625,95612.265625,95222.0703125,95222.0703125,478240768
2026-01-16 06:00:00+00:00,95710.625,95759.96875,95509.8984375,95613.5703125,0
2026-01-16 07:00:00+00:00,95633.5390625,95736.7734375,95452.953125,95713.9140625,0
2026-01-16 08:00:00+00:00,95643.59375,95801.890625,95541.15625,95630.6875,0
2026-01-16 09:00:00+00:00,95577.734375,95708.3203125,95557.09375,95634.2265625,0
2026-01-16 10:00:00+00:00,95272.90625,95587.84375,95268.9296875,95573.9296875,0
2026-01-16 11:00:00+00:00,95389.3203125,95431.671875,95226.6796875,95273.109375,297009152
2026-01-16 12:00:00+00:00,95409.296875,95538.640625,95327.4375,95397.6015625,0
2026-01-16 13:00:00+00:00,95418.40625,95523.640625,95274.6953125,95415.3125,0
2026-01-16 14:00:00+00:00,95169.609375,95635.9140625,95169.609375,95412.2578125,0
2026-01-16 15:00:00+00:00,94605.625,95581.2890625,94268.7734375,95151.796875,0
2026-01-16 16:00:00+00:00,94795.359375,94937.5,94517.3515625,94559.625,0
2026-01-16 17:00:00+00:00,94893.2578125,94893.2578125,94538.2265625,94831.453125,0
2026-01-16 18:00:00+00:00,95003.015625,95156.140625,94963.34375,95032.8671875,0
2026-01-16 19:00:00+00:00,94964.3359375,94992.625,94822.21875,94955.8515625,0
2026-01-16 20:00:00+00:00,95399.2578125,95399.2578125,94650.234375,94957.2890625,0
2026-01-16 21:00:00+00:00,95443.859375,95528.4609375,95337.671875,95476.1171875,180514816
2026-01-16 22:00:00+00:00,95441.125,95495.234375,95228.6796875,95478.6875,0
2026-01-16 23:00:00+00:00,95525.15625,95531.8515625,95394.078125,95472.46875,94234624
2026-01-17 00:00:00+00:00,95459.390625,95523.9765625,95395.0234375,95514.765625,0
2026-01-17 01:00:00+00:00,95366.125,95472.5546875,95351.6171875,95429.03125,0
2026-01-17 02:00:00+00:00,95322.7265625,95370.984375,95194.140625,95356.984375,0
2026-01-17 03:00:00+00:00,95330.2109375,95331.15625,95221.65625,95316.15625,0
2026-01-17 04:00:00+00:00,95307.7109375,95324.578125,95221.28125,95324.578125,0
2026-01-17 05:00:00+00:00,95250.9765625,95316.96875,95240.34375,95259.3203125,0
2026-01-17 06:00:00+00:00,95225.6171875,95280.1484375,95153.5625,95261.390625,0
2026-01-17 07:00:00+00:00,95061.109375,95196.7421875,95030.25,95196.7421875,0
2026-01-17 08:00:00+00:00,95203.4296875,95214.6640625,95020.9609375,95051.65625,0
2026-01-17 09:00:00+00:00,95212.46875,95234.890625,95138.0859375,95199.6953125,0
2026-01-17 10:00:00+00:00,95077.9453125,95219.2265625,95064.84375,95211.2890625,0
2026-01-17 11:00:00+00:00,95255.2421875,95268.0,95029.234375,95066.109375,0
2026-01-17 12:00:00+00:00,95205.4140625,95312.90625,95199.9921875,95267.8359375,0
2026-01-17 13:00:00+00:00,95374.9140625,95398.953125,95152.8828125,95210.578125,0
2026-01-17 14:00:00+00:00,95383.328125,95490.3125,95312.4765625,95383.0859375,0
2026-01-17 15:00:00+00:00,95525.6328125,95596.8828125,95396.1484375,95422.125,0
2026-01-17 16:00:00+00:00,95278.6171875,95509.640625,95201.4140625,95509.640625,0
2026-01-17 17:00:00+00:00,95323.453125,95398.703125,95259.0703125,95277.421875,0
2026-01-17 18:00:00+00:00,95382.875,95428.2421875,95330.4140625,95330.4140625,0
2026-01-17 19:00:00+00:00,95261.3515625,95396.4296875,95247.890625,95396.4296875,0
2026-01-17 20:00:00+00:00,95343.6796875,95345.1640625,95242.265625,95259.2578125,0
2026-01-17 21:00:00+00:00,95257.078125,95367.46875,95239.3046875,95339.0546875,0
2026-01-17 22:00:00+00:00,95156.2421875,95273.8125,95011.4375,95270.3203125,0
2026-01-17 23:00:00+00:00,95101.1796875,95166.7734375,95088.328125,95128.3046875,0
2026-01-18 00:00:00+00:00,95061.84375,95189.4921875,95054.734375,95112.3984375,67320832
2026-01-18 01:00:00+00:00,94908.953125,95062.1328125,94848.9296875,95062.1328125,310758400
2026-01-18 02:00:00+00:00,94977.703125,95012.78125,94851.5,94926.140625,0
2026-01-18 03:00:00+00:00,95147.21875,95152.140625,94980.296875,94980.296875,86411264
2026-01-18 04:00:00+00:00,95059.859375,95146.0,95038.8984375,95121.0546875,0
2026-01-18 05:00:00+00:00,95154.515625,95189.578125,95025.65625,95059.390625,149681152
2026-01-18 06:00:00+00:00,95136.4921875,95171.390625,95112.2109375,95134.3046875,37563392
2026-01-18 07:00:00+00:00,95023.484375,95141.3046875,94995.9296875,95137.25,61304832
2026-01-18 08:00:00+00:00,95146.9765625,95159.0234375,94977.6953125,94999.828125,0
2026-01-18 09:00:00+00:00,95236.4140625,95245.3203125,95122.953125,95146.78125,291320832
2026-01-18 10:00:00+00:00,95137.8203125,95237.7890625,95064.1484375,95230.1171875,439664640
2026-01-18 11:00:00+00:00,95124.703125,95142.8203125,95038.8828125,95134.15625,0
2026-01-18 12:00:00+00:00,95049.40625,95135.609375,95049.40625,95129.015625,0
2026-01-18 13:00:00+00:00,95115.234375,95146.4375,94884.125,95066.609375,311855104
2026-01-18 14:00:00+00:00,94904.9375,95275.953125,94904.9375,95118.6171875,444989440
2026-01-18 15:00:00+00:00,95088.28125,95088.28125,94891.65625,94931.953125,0
2026-01-18 16:00:00+00:00,95139.5,95157.6796875,95044.390625,95082.828125,0
2026-01-18 17:00:00+00:00,95171.609375,95233.15625,95121.7890625,95124.078125,6135808
2026-01-18 18:00:00+00:00,95439.3671875,95488.1796875,95155.28125,95229.9375,440893440
2026-01-18 19:00:00+00:00,95334.5625,95475.015625,95308.9921875,95408.9921875,524771328
2026-01-18 20:00:00+00:00,95266.8046875,95406.9765625,95260.4609375,95345.9609375,129189888
2026-01-18 21:00:00+00:00,95388.8515625,95396.859375,95245.46875,95266.96875,0
2026-01-18 22:00:00+00:00,95458.40625,95473.25,95363.46875,95389.390625,90507264
2026-01-18 23:00:00+00:00,93655.671875,95416.59375,93595.4140625,95416.59375,3332814848
2026-01-19 00:00:00+00:00,92697.59375,93646.9140625,92286.546875,93646.9140625,6988539904
2026-01-19 01:00:00+00:00,92509.7265625,92792.6171875,92234.4140625,92703.4140625,1805570048
2026-01-19 02:00:00+00:00,92518.2109375,92599.1015625,92366.15625,92529.109375,1139877888
2026-01-19 03:00:00+00:00,92642.5625,92740.625,92481.3828125,92536.8203125,874809344
2026-01-19 04:00:00+00:00,92674.09375,92682.65625,92481.0,92654.5546875,822702080
2026-01-19 05:00:00+00:00,92484.2890625,92710.4765625,92484.2734375,92630.9921875,438132736
2026-01-19 06:00:00+00:00,92511.3046875,92565.40625,92381.03125,92481.125,710830080
2026-01-19 07:00:00+00:00,92792.71875,92792.71875,92517.8203125,92534.484375,606826496
2026-01-19 08:00:00+00:00,93259.109375,93259.109375,92703.3203125,92793.3515625,2015547392
2026-01-19 09:00:00+00:00,92993.5625,93238.890625,92911.3828125,93238.890625,0
2026-01-19 10:00:00+00:00,92999.53125,93021.6953125,92843.3125,92993.8359375,120508416
2026-01-19 11:00:00+00:00,93140.140625,93225.7734375,92931.7421875,93002.109375,1161461760
2026-01-19 12:00:00+00:00,92996.1953125,93153.4375,92969.1953125,93136.5390625,975622144
2026-01-19 13:00:00+00:00,92964.34375,93071.46875,92829.953125,93013.1015625,194220032
2026-01-19 14:00:00+00:00,92768.84375,92976.765625,92677.9453125,92974.21875,0
2026-01-19 15:00:00+00:00,93022.8125,93022.8125,92776.3125,92776.3125,568815616
2026-01-19 16:00:00+00:00,93298.6640625,93320.265625,92965.234375,93003.4296875,601255936
2026-01-19 17:00:00+00:00,93182.34375,93345.34375,93100.703125,93273.6015625,543985664
2026-01-19 18:00:00+00:00,93003.1875,93207.0390625,92884.6015625,93184.4609375,0
2026-01-19 19:00:00+00:00,93079.109375,93095.921875,92976.734375,93002.796875,0
2026-01-19 20:00:00+00:00,93091.734375,93215.546875,93048.0078125,93067.625,107687936
2026-01-19 21:00:00+00:00,92975.2578125,93249.3515625,92955.578125,93077.25,351973376
2026-01-19 22:00:00+00:00,92570.8125,92976.5703125,92570.8125,92968.515625,332480512
2026-01-19 23:00:00+00:00,92553.6015625,92643.53125,92152.296875,92516.0859375,0
2026-01-20 00:00:00+00:00,92606.875,92796.171875,92300.734375,92583.640625,0
2026-01-20 01:00:00+00:00,92757.5,92797.2109375,92490.6171875,92637.40625,0
2026-01-20 02:00:00+00:00,92464.546875,92645.9296875,92335.1796875,92645.9296875,0
2026-01-20 03:00:00+00:00,92357.453125,92540.9296875,92217.1171875,92540.9296875,0
2026-01-20 04:00:00+00:00,91954.4921875,92385.4921875,91954.4921875,92367.1171875,0
2026-01-20 05:00:00+00:00,91604.171875,91988.40625,91332.03125,91988.40625,2795505664
2026-01-20 06:00:00+00:00,90770.21875,91556.8984375,90714.109375,91556.8984375,2230145024
2026-01-20 07:00:00+00:00,91076.8671875,91197.2421875,90816.7578125,90816.7578125,579307520
2026-01-20 08:00:00+00:00,90998.25,91141.125,90623.09375,91083.25,499728384
2026-01-20 09:00:00+00:00,90938.984375,90998.7265625,90828.7578125,90998.7265625,0
2026-01-20 10:00:00+00:00,91184.6796875,91188.875,90900.21875,90931.65625,0
2026-01-20 11:00:00+00:00,91146.7578125,91334.3828125,91146.7578125,91176.0,165572608
2026-01-20 12:00:00+00:00,91195.4375,91205.4296875,90981.8515625,91131.4609375,276025344
2026-01-20 13:00:00+00:00,90871.96875,91199.3203125,90772.796875,91192.8125,484593664
2026-01-20 14:00:00+00:00,90583.90625,91273.8984375,90302.3515625,90869.0625,2314514432
2026-01-20 15:00:00+00:00,90429.4609375,90670.4375,89835.34375,90461.1796875,3672580096
2026-01-20 16:00:00+00:00,90095.3359375,90856.9453125,89990.1484375,90583.625,1268162560
2026-01-20 17:00:00+00:00,89671.7265625,90372.078125,89424.9375,90072.9609375,2078396416
2026-01-20 18:00:00+00:00,89393.78125,89815.71875,89311.7578125,89675.8359375,1880948736
2026-01-20 19:00:00+00:00,89597.7265625,89651.1484375,89193.546875,89387.1328125,1656410112
2026-01-20 20:00:00+00:00,89504.59375,89697.8359375,89297.7109375,89600.03125,1510215680
2026-01-20 21:00:00+00:00,89416.03125,89699.453125,89311.140625,89588.1484375,583491584
2026-01-20 22:00:00+00:00,88411.828125,89511.6328125,87954.25,89405.296875,2148122624
2026-01-20 23:00:00+00:00,88326.5078125,88405.0390625,87828.9140625,88405.0390625,3121152
2026-01-21 00:00:00+00:00,88816.96875,88844.9375,88163.0546875,88321.28125,2648227840
2026-01-21 01:00:00+00:00,88909.5859375,89033.203125,88764.1640625,88814.421875,280936448
2026-01-21 02:00:00+00:00,88958.2265625,89198.4609375,88881.53125,88912.34375,866316288
2026-01-21 03:00:00+00:00,89315.8828125,89455.671875,88940.71875,88940.71875,185372672
2026-01-21 04:00:00+00:00,89352.0078125,89503.46875,89256.34375,89315.8828125,587218944
2026-01-21 05:00:00+00:00,89813.7734375,89972.5234375,89335.65625,89335.65625,0
2026-01-21 06:00:00+00:00,89527.296875,89842.734375,89409.96875,89842.734375,0
2026-01-21 07:00:00+00:00,89049.6171875,89638.125,88987.125,89542.9375,22372352
2026-01-21 08:00:00+00:00,89101.4921875,89260.765625,88894.2578125,89112.140625,0
2026-01-21 09:00:00+00:00,88984.3203125,89381.4921875,88984.3203125,89096.578125,0
2026-01-21 10:00:00+00:00,89175.625,89283.7578125,89008.3359375,89008.3984375,103473152
2026-01-21 11:00:00+00:00,88687.1328125,89274.3046875,88652.5859375,89158.875,0
2026-01-21 12:00:00+00:00,88647.78125,88726.515625,88190.734375,88694.875,2625662976
2026-01-21 13:00:00+00:00,88700.5,88919.2109375,88505.4296875,88655.0546875,0
2026-01-21 14:00:00+00:00,89829.578125,89869.4609375,88549.03125,88599.59375,2650615808
2026-01-21 15:00:00+00:00,90238.5859375,90412.0625,89721.328125,89722.8828125,0
2026-01-21 16:00:00+00:00,87585.9921875,90231.1484375,87585.9921875,90192.3828125,340979712
2026-01-21 17:00:00+00:00,87895.9296875,87927.9921875,87240.59375,87527.5546875,3013287936
2026-01-21 18:00:00+00:00,88377.2890625,88505.5859375,87563.40625,87872.296875,635789312
2026-01-21 19:00:00+00:00,90246.1328125,90284.2578125,88222.90625,88390.3046875,2162290688
2026-01-21 20:00:00+00:00,90090.5546875,90271.765625,89400.9765625,90271.765625,691843072
2026-01-21 21:00:00+00:00,90194.1328125,90232.65625,89955.09375,90095.609375,347852800
2026-01-21 22:00:00+00:00,89782.7421875,90309.03125,89779.609375,90171.5859375,0
2026-01-21 23:00:00+00:00,89378.5234375,90118.4921875,89306.90625,89735.8671875,0
2026-01-22 00:00:00+00:00,89814.7421875,89931.953125,89372.4296875,89372.4296875,0
2026-01-22 01:00:00+00:00,90045.375,90078.8984375,89772.5625,89823.671875,0
2026-01-22 02:00:00+00:00,89860.421875,90254.0546875,89786.90625,90030.71875,0
2026-01-22 03:00:00+00:00,89806.5078125,90058.765625,89649.703125,89857.9296875,0
2026-01-22 04:00:00+00:00,89961.8203125,89975.3671875,89745.5078125,89799.9140625,0
2026-01-22 05:00:00+00:00,89859.625,89974.5625,89843.46875,89928.8828125,0
2026-01-22 06:00:00+00:00,90108.515625,90115.2890625,89823.6484375,89937.40625,0
2026-01-22 07:00:00+00:00,89713.28125,90104.0390625,89713.28125,90085.953125,0
2026-01-22 08:00:00+00:00,89823.0078125,89868.625,89688.9609375,89737.8359375,0
2026-01-22 09:00:00+00:00,89947.0625,90042.640625,89820.1171875,89823.6015625,0
2026-01-22 10:00:00+00:00,90011.8125,90013.328125,89884.875,89947.3203125,991895552
2026-01-22 11:00:00+00:00,89853.8828125,90053.109375,89825.8671875,90005.0859375,0
2026-01-22 12:00:00+00:00,89935.0,89985.984375,89803.6484375,89853.265625,0
2026-01-22 13:00:00+00:00,89521.828125,90220.1015625,89424.3359375,89943.90625,94830592
2026-01-22 14:00:00+00:00,89121.171875,89596.09375,89056.0546875,89534.890625,0
2026-01-22 15:00:00+00:00,88943.0234375,89265.7109375,88438.4453125,89030.96875,16252928
2026-01-22 16:00:00+00:00,88906.21875,89120.75,88648.4296875,88937.2578125,0
2026-01-22 17:00:00+00:00,89447.0625,89447.0625,88946.9453125,88946.9453125,0
2026-01-22 18:00:00+00:00,89221.640625,89672.359375,89221.640625,89484.3203125,0
2026-01-22 19:00:00+00:00,89729.1796875,89809.1328125,89074.765625,89236.59375,0
2026-01-22 20:00:00+00:00,89373.109375,89835.3984375,89358.2734375,89704.7109375,0
2026-01-22 21:00:00+00:00,89166.453125,89555.8828125,89166.453125,89481.0390625,0
2026-01-22 22:00:00+00:00,89252.34375,89432.0625,89098.59375,89170.6953125,0
2026-01-22 23:00:00+00:00,89462.046875,89478.9140625,89086.1484375,89197.2890625,0
2026-01-23 00:00:00+00:00,89503.7421875,89536.5859375,89362.640625,89460.1953125,0
2026-01-23 01:00:00+00:00,89823.1796875,89823.1796875,89464.34375,89464.34375,0
2026-01-23 02:00:00+00:00,89567.625,89849.0390625,89562.15625,89819.3984375,0
2026-01-23 03:00:00+00:00,89806.8046875,89809.9609375,89558.8359375,89564.484375,0
2026-01-23 04:00:00+00:00,89896.5625,89924.640625,89786.2421875,89816.9921875,569004032
2026-01-23 05:00:00+00:00,89495.859375,89873.828125,89412.8671875,89873.828125,0
